constant,ln_hpwt,air,ln_mpg,ln_space,trend,same_firm_constant,same_firm_hpwt,same_firm_air,same_firm_mpd,same_firm_space,rival_firm_constant,rival_firm_hpwt,rival_firm_air,rival_firm_mpd,rival_firm_space,X$mpd
1,-0.7176276815788356,0,0.5777363290486176,0.23325228546249754,0,4,-4.444512997675863,0,2.984178397416743,0.35088429452838893,87,-60.54433435634071,0,44.73326980570872,30.93844414983816,1.9827197802197805
1,-0.7640715188966439,0,0.6825916666204286,0.10759801059801807,0,4,-4.398069160358055,0,2.879323059844932,0.47653856939286837,87,-60.54433435634071,0,44.73326980570872,30.93844414983816,2.2019093406593404
1,-0.7929925155296614,0,0.30158497762077224,0.49822658818947546,0,4,-2.9534977944496967,0,1.9332103732259456,1.23736516009378,87,-61.95998472561605,0,46.06038918132736,29.78698898154579,1.504285714285714
1,-0.6367727730322054,0,0.5288619862520891,0.13993584029751685,0,4,-3.1097175369471524,0,1.7059333645946286,1.5956559079857386,87,-61.95998472561605,0,46.06038918132736,29.78698898154579,1.8881456043956044
1,-0.7045632500412298,0,0.5538851132264375,0.24529635595534308,0,4,-3.041927059938128,0,1.6809102376202802,1.4902953923279123,87,-61.95998472561605,0,46.06038918132736,29.78698898154579,1.935989010989011
1,-0.76011330823046,0,0.4337285733810237,0.37788834033792995,0,4,-2.986377001748898,0,1.801066777465694,1.3577034079453254,87,-61.95998472561605,0,46.06038918132736,29.78698898154579,1.7167994505494506
1,-0.8520484631458014,0,0.41673470036639515,0.47424462350299007,0,4,-2.8944418468335567,0,1.8180606504803225,1.2613471247802654,87,-61.95998472561605,0,46.06038918132736,29.78698898154579,1.687870879120879
1,-0.3128391532344319,0,0.6790482561804436,0.5698489642154517,0,28,-15.34619707032493,0,12.3981396171238,13.691131179238896,63,-50.04743881203605,0,35.217996658869836,17.261600586374698,2.194120879120879
1,-0.32987455599421983,0,0.6141039732194925,0.5966362801791015,0,28,-15.329161667565144,0,12.46308390008475,13.664343863275246,63,-50.04743881203605,0,35.217996658869836,17.261600586374698,2.0561538461538467
1,-0.5726975492171595,0,0.44018854416654996,0.5698489642154517,0,28,-15.086338674342203,0,12.636999329137693,13.691131179238896,63,-50.04743881203605,0,35.217996658869836,17.261600586374698,1.7279258241758242
1,-0.317009687546301,0,0.5754891370917129,0.556181325486788,0,28,-15.342026536013062,0,12.50169873621253,13.70479881796756,63,-50.04743881203605,0,35.217996658869836,17.261600586374698,1.978269230769231
1,-0.796574794884237,0,0.43954442176102704,0.48390653441472703,0,28,-14.862461428675125,0,12.637643451543216,13.77707360903962,63,-50.04743881203605,0,35.217996658869836,17.261600586374698,1.7268131868131869
1,-0.3113136769850579,0,0.5446471722415012,0.5922212619699847,0,28,-15.347722546574305,0,12.532540701062741,13.668758881484363,63,-50.04743881203605,0,35.217996658869836,17.261600586374698,1.9181868131868132
1,-0.3155509714605733,0,0.5417427264007123,0.5922212619699847,0,28,-15.34348525209879,0,12.53544514690353,13.668758881484363,63,-50.04743881203605,0,35.217996658869836,17.261600586374698,1.9126236263736267
1,-0.24750199514625018,0,0.5955343516929449,0.5743636445699785,0,28,-15.411534228413112,0,12.481653521611298,13.68661649888437,63,-50.04743881203605,0,35.217996658869836,17.261600586374698,2.018324175824176
1,-0.33336181420682054,0,0.5312163134137248,0.6054082662519386,0,28,-15.325674409352542,0,12.545971559890518,13.655571877202409,63,-50.04743881203605,0,35.217996658869836,17.261600586374698,1.8925961538461542
1,-0.9838247619915246,0,0.7400307664587957,0.08801087732271337,0,0,0,0,0,0,91,-64.72265027360389,0,47.55515376571528,31.434569852506332,2.3320879120879123
1,-0.25452651111282093,0,0.3987761199573678,0.5877866649021191,0,13,-9.48414875418214,0,5.3182095849254205,5.660090437015897,78,-55.96779977030045,0,42.578198827291295,25.27470362791103,1.6578296703296704
1,-0.4165549035363283,0,0.31772619380015765,0.5877866649021191,0,13,-9.322120361758632,0,5.39925951108263,5.660090437015897,78,-55.96779977030045,0,42.578198827291295,25.27470362791103,1.5287637362637367
1,-0.2577612643955301,0,0.5318040301511824,0.5877866649021191,0,13,-9.48091400089943,0,5.185181674731606,5.660090437015897,78,-55.96779977030045,0,42.578198827291295,25.27470362791103,1.893708791208791
1,-0.9453807265526144,0,0.24216155714997162,0.5515836162381584,0,28,-14.713655497006748,0,12.835026316154272,13.709396527216189,63,-50.04743881203605,0,35.217996658869836,17.261600586374698,1.4175000000000002
1,-0.9453807265526144,0,0.24216155714997162,0.5515836162381584,0,28,-14.713655497006748,0,12.835026316154272,13.709396527216189,63,-50.04743881203605,0,35.217996658869836,17.261600586374698,1.4175000000000002
1,-0.7579011957183913,0,0.3756929497744942,0.34358970439007686,0,28,-14.901135027840972,0,12.701494923529749,13.91739043906427,63,-50.04743881203605,0,35.217996658869836,17.261600586374698,1.6199999999999999
1,-0.4601513328027239,0,0.27383666562972786,0.5515836162381584,0,28,-15.19888489075664,0,12.803351207674515,13.709396527216189,63,-50.04743881203605,0,35.217996658869836,17.261600586374698,1.4631181318681319
1,-0.7947073807094415,0,0.4134332777573413,0.4286606657113532,0,28,-14.864328842849922,0,12.663754595546902,13.832319477742995,63,-50.04743881203605,0,35.217996658869836,17.261600586374698,1.6823076923076923
1,-0.17052384156423953,0,0.5205779152086688,0.23325228546249754,0,28,-15.488512381995124,0,12.556609958095574,14.02772785799185,63,-50.04743881203605,0,35.217996658869836,17.261600586374698,1.8725686813186813
1,-0.9528554009693201,0,0.2342812957246657,0.5515836162381584,0,28,-14.706180822590042,0,12.842906577579576,13.709396527216189,63,-50.04743881203605,0,35.217996658869836,17.261600586374698,1.4063736263736264
1,-0.3532404814900974,0,0.3660310388627573,0.45311176157551736,0,28,-15.305795742069265,0,12.711156834441486,13.80786838187883,63,-50.04743881203605,0,35.217996658869836,17.261600586374698,1.604423076923077
